exercise_id,exercise_name,movement_pattern,aether_pattern,aether_node,contraindicated_populations,load_standard_band,load_band_primary,load_band_range,plyo_contacts,e_node,intensity_vmax,fv_zones,is_plyometric,is_sprint
EX_02004,Shin Box - Alternating,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02005,Shin Box - Shin Roll Get Up,Get-Up,Complex-Movement,D,,,Band_3,2-4,,E0,,"Zone_1,Zone_6",False,False
EX_02006,Shin Box - Switch Unsupported,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02007,Shin Box - w/ thoracic rotation,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02008,Shin Box Sit - Supported,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02009,Shin Box Sit - Unsupported,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02010,Shin Box to hip extension,Bridge,Hip-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02011,Short Foot Isometrics - Standing,Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02012,Short to Tall Kneel + Press (KB),Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02013,Shoulder Abduction - Isometric Hold 90',Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02014,Shoulder Abduction - Rope and Pulley,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02015,Shoulder Abduction - Standing Active Range of Motion,Shoulder_Health,Shoulder-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02016,Shoulder Abduction - Standing Dumbbell,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02017,Shoulder Abduction - Standing Passive Range of Motion,Shoulder_Health,Shoulder-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02018,Shoulder Abduction - Supine Hooklying Active Assisted (Dowel),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02019,Shoulder Abduction Horizontal - Prone 1 Arm (Towel Anterior),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02020,Shoulder Abduction Horizontal - Prone 1 Arm Dumbbell Isometric,Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02021,Shoulder Abduction Horizontal - Prone Dumbbell,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02022,Shoulder Adduction Horizontal - Standing Theraband,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02023,Shoulder Adduction Stretch - Standing,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02024,Shoulder Circles (Dowel),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02025,Shoulder Circles - Standing,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02026,Shoulder Circumduction - Standing 1 Arm Passive w/ Support,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02027,Shoulder Depression - Seated (Reps),Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02028,Shoulder Depression - Seated (Time),Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02029,Shoulder Extension - Isometric Hold at 90',Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02030,Shoulder Extension - Isometric Hold at 90' w/ walk,Walk,Locomotion-Linear,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02031,Shoulder Extension - Prone 1 Arm Dumbbell (Table),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02032,Shoulder Extension - Prone 1 Arm Dumbbell (Towel Anterior),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02033,Shoulder Extension - Prone 1 Arm Dumbbell Isometric (Table),Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02034,Shoulder Extension - Standing Arms Straight Isometric Hold (Wall),Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02035,Shoulder Extension - Standing Scapular Squeeze,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02036,Shoulder External Rotation - Assisted Stance at 30 (TRX),Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02037,Shoulder External Rotation - Isometric Hold at 90',Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02038,Shoulder External Rotation - Isometric Hold at 90' w/ walk,Walk,Locomotion-Linear,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02039,Shoulder External Rotation - Sidelying 1 Arm Dumbbell (Towel),Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02040,Shoulder External Rotation - Sidelying to 45',Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02041,Shoulder External Rotation - Standing Cable at 30,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02042,Shoulder External Rotation - Standing Cable at 90,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02043,Shoulder External Rotation - Standing Theraband at 30,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02044,Shoulder External Rotation - Supine Hooklying Active Assisted (Dowel),Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02045,Shoulder Figure 8 With Hands,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02046,Shoulder Flexion - Isometric Hold 90',Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02047,Shoulder Flexion - Isometric Hold at 90' w/ walk,Walk,Locomotion-Linear,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02048,Shoulder Flexion - Rope and Pulley,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02049,Shoulder Flexion - Standing Active Range of Motion,Shoulder_Health,Shoulder-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02050,Shoulder Flexion - Standing Active Range of Motion 90' (Wall),Shoulder_Health,Shoulder-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02051,Shoulder Flexion - Standing Dumbbell,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02052,Shoulder Flexion - Standing Passive Range of Motion,Shoulder_Health,Shoulder-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02053,Shoulder Flexion - Supine Hooklying Active Assisted (Dowel),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02054,Shoulder Flexion - Supine Isometric Stabilization,Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02055,Shoulder Horizontal Extension - Standing Cable,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02056,Shoulder Horizontal Extension - Standing Cable (Vibration),Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02057,Shoulder Interior/Exterior Rotation,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02058,Shoulder Internal Rotation - Isometric Hold '90,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02059,Shoulder Internal Rotation - Isometric Hold at 90' w/ walk,Walk,Locomotion-Linear,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02060,Shoulder Internal Rotation - Standing Cable 90,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02061,Shoulder Internal Rotation - Standing Cable at 30,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02062,Shoulder Internal Rotation - Standing Theraband at 30,Joint_Mobility,Joint-Rotation,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02063,Shoulder Internal Rotation Stretch - Sidelying at 90,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02064,Shoulder Over/Under Circumduction Stretch (Band),Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02065,Shoulder Packing Partner Assist,Shoulder_Health,Shoulder-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02066,Shoulder Packing with FMT,Shoulder_Health,Shoulder-Movement,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02067,Shoulder Scaption - Rope and Pulley,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02068,Shoulder Scaption - Standing Active Range of Motion,Shoulder_Health,Shoulder-Mobility,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02069,Shoulder Scaption- Standing Dumbbell,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02070,Shoulder Stretch (Dowel),Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02071,Shoulder Tap with Push-Up,Push,Push-Horizontal,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02072,Shrugs - DB,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02073,Side Lying Clamshell,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02074,Side Plank from Knees,Plank,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02075,"Side Plank, Single Arm, Trunk Stability Pushup, Shoulder Mobility, Static Motor Control",Push,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02076,Side Plank with Legs Straight,Plank,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02077,"Side Plank, Double Leg, Trunk Stability Pushup, Single Arm, Shoulder Mobility, Static Motor Control",Push,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02078,Side Straddle Jump with Jump Rope,Jump,Plyometric-Landing,D,R2P1,,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_02079,Side Swing to Jump with Jump Rope,Jump,Plyometric-Landing,D,R2P1,,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_02080,Sidelying Shoulder Stretch,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02081,Single Arm Bench Press with DB,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02082,Single Arm Bicep Curl,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02083,Single Arm Curl to Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02084,Single Arm DB Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02085,Single Arm Dumbbell Row,Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02086,Single Arm Front Rack Grapevine Carry,Carry,Complex-Movement,C,,,Band_2,1-3,,E0,,Zone_5,False,False
EX_02087,Single Arm Half Kneeling Overhead Cable Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02088,Single Arm KB Overhead Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02089,Single Arm KB Push Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_02090,Single Arm KB Swing,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02091,Single Arm Overhead DB Squat,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02092,Single Arm Press from Split Stance,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02093,Single Arm Single Leg Deadlift with Cable System,Deadlift,Hinge-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02094,Single Arm Single Leg KB Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02095,Single Arm Single Leg Supported Overhead Cable Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02096,Single Arm Split Stance Overhead Cable Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02097,Single Arm Suitcase Squat,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02098,Single Arm Tall Kneeling Overhead Cable Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02099,Single Leg Assisted Bridge with FMT,Bridge,Core-Stability,B,Youth,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02100,Single Leg Balance Squat,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02101,Single Leg Bridge,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02102,Single Leg Cable Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02103,Single Leg Chop with Med Ball,Hop,Plyometric-Landing,D,R2P1,,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_02104,Single Leg DB Curl to Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02105,Single Leg DB Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02106,Single Leg Deadlift Body Weight,Deadlift,Hinge-Bilateral,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02107,Single Leg Extension,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02108,Single Leg Hip Thrust,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02109,Single Leg KB Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02110,Single Leg Lift with Med Ball,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02111,Single Leg Overhead Throw with Med Ball,Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02112,Single Leg Power Hold,Isometric_Hold,Isometric-Hold,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02113,Single Leg Rapid Response - Side/Side Over Line,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02114,Single Leg Romanian Deadlift - Slide Rotational Strap,Deadlift,Hinge-Bilateral,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02115,Single Leg Single Arm Bicep Curl,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02116,Single Leg Single Arm Curl to Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02117,Single Leg Single Arm Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02118,Single Leg Single Arm Supported Curl to Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02119,Single Leg Squat - Cable (Vest - Vibration),Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02120,Single Leg Squat - Counterbalance,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02121,Single Leg Squat - Dumbbell,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02122,Single Leg Squat - Hands in TRX,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02123,Single Leg Squat - Off Box,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02124,Single Leg Squat - with Foot Support,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02125,Single Leg Squat - with Mini Band,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02126,Single Leg Squat - with Mini Band (Vibration),Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02127,Single Leg Squat to Row - Cable (Contra - Vibration),Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02128,Single Leg Squat to Row - Cable (Contra),Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02129,Single Leg Stance with Core Engagement with Cable System,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02130,Single Leg Stance with Triple Flexion - Miniband,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02131,Single Leg Supported Cable Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02132,Single Leg Supported Chop with FMT,Hop,Plyometric-Landing,D,R2P1,,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_02133,Single Leg Supported Curl to Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02134,Single Leg Supported DB Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02135,Single Leg Supported KB Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02136,Single Leg Supported Overhead Cable Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02137,Single Leg Supported Overhead Throw with Med Ball,Row,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02138,Single Leg Supported Single Arm Bicep Curl,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02139,Single leg Supported Single Arm KB Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02140,Single Leg Turns Anterior Load,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02141,Single Leg Turns Posterior Load,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02142,Single Leg Turns Symmetrical Load,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02143,Single-Leg Bridge,Bridge,Core-Stability,B,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02144,Skater Squat,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02145,Skater Squat - Safety Bar,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02146,Skier's Jump with Jump Rope,Jump,Plyometric-Landing,D,R2P1,,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_02147,Skin The Cat,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02148,Skipioca,Skip,Locomotion-Linear,A,,,Band_1,0-2,1.0,E2,,Zone_3,True,False
EX_02149,Sled - Push,Push,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02150,Sled Drag,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02151,Sliding Overhead Press - Floor,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02152,Snatch,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_02153,Snatch - 1 Arm Cable,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_02154,Snatch - 1 Arm Cable (Vibration),Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_02155,Snatch - 1 Arm Dumbbell,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_02156,Snatch - 1 Arm Kettlebell,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_02157,Snatch - Dumbbell,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_02158,Snatch - High Pull BB,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_02159,Snatch - Power Position (Hold),Snatch,Isometric-Hold,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_02160,Snatch - Pull,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_02161,Snatch - Pull w/ Power Snatch,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E1,,"Zone_5,Zone_6",False,False
EX_02162,Snatch Double Arm with Two KB,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_02163,Snatch Single Arm with One KB,Snatch,Other,A,,,Band_1,0-2,,E1,,Zone_2,False,False
EX_02164,Soleus StretcH,Stretch,Mobility-Static,A,,,Band_0,0-0,,E0,,Zone_8,False,False
EX_02165,Spanish Squat,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02166,Split Squat,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02167,Split Squat - Barbell,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02168,Split Squat - Barbell (1/2 Range),Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02169,Split Squat - Dumbbell,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02170,Split Squat - Front Barbell,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02171,Split Squat - Rear Foot Elevated (BW),Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02172,Split Squat - Rear Foot Elevated (TRX),Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02173,Split Squat - Rear Foot Elevated - Safety Bar (Barbell Grip),Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02174,Split Squat - Rear Foot Elevated Barbell,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02175,Split Squat - Rear Foot Elevated Dumbbell,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02176,Split Squat - Safety Bar (Barbell Grip),Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02177,Split Squat - withRotation,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02178,Split Squat Assisted with FMT,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02179,Split Squat Double Arm Down with Two DB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02180,Split Squat Double Arm Down with Two KB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02181,Split Squat Double Arm Overhead with Two DB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02182,Split Squat Double Arm Overhead with Two KB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02183,Split Squat Double Arm Up with Two KB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02184,Split Squat Goblet with One KB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02185,Split Squat Isometric,Squat,Squat-Bilateral,B,,,Band_1,0-2,,E0,,Zone_6,False,False
EX_02186,Split Squat Jump - Alternating Continuous,Squat,Squat-Bilateral,B,,,Band_1,0-2,1.0,E2,,"Zone_3,Zone_5",True,False
EX_02187,Split Squat Jump - Continuous,Squat,Squat-Bilateral,B,,,Band_1,0-2,1.0,E2,,"Zone_3,Zone_5",True,False
EX_02188,Split Squat Jump - NCM,Squat,Squat-Bilateral,B,,,Band_1,0-2,1.0,E2,,"Zone_3,Zone_5",True,False
EX_02189,Split Squat Single Arm Down with One DB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02190,Split Squat Single Arm Down with One KB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02191,Split Squat Single Arm Overhead with One DB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02192,Split Squat Single Arm Overhead with One KB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02193,Split Squat Single Arm Up with One DB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02194,Split Squat Single Arm Up with One KB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02195,Split Squat to Press - 1 Arm Dumbbell (Contra),Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02196,Split Squat- Back Foot Elevated BB,Squat,Squat-Bilateral,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02197,Split Stance Cable Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02198,Split Stance Chop with Cable Bar,Hop,Plyometric-Landing,D,R2P1,,Band_4,4-4,1.0,E2,,Zone_3,True,False
EX_02199,Split Stance Chop with FMT,Hop,Plyometric-Landing,D,R2P1,,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_02200,Split Stance Chop with Med Ball,Hop,Plyometric-Landing,D,R2P1,,Band_3,2-4,1.0,E2,,Zone_3,True,False
EX_02201,Split Stance Curl to Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02202,Split Stance DB Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02203,Split Stance KB Press,Press,Push-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02204,Split Stance Lift with Cable Bar,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02205,Split Stance Lift with FMT,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02206,Split Stance Lift with Med Ball,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
EX_02207,Split Stance Overhead Throw with Med Ball,Row,Pull-Horizontal,B,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02208,Split Stance Pull - Isometric,Pull,Pull-Horizontal,C,,,Band_2,1-3,,E0,,"Zone_5,Zone_6",False,False
EX_02209,Split Stance Single Arm Bicep Curl,Other,Other,A,,,Band_1,0-2,,E0,,Zone_5,False,False
